Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,mapki_sensitivity,mapki_treatment,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR1768921,RNA-Seq,200,5283519800,PRJNA273359,SAMN03290937,2409252569,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849824,GSM1588898,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588898,tumor biopsy,SRP052740
SRR1768923,RNA-Seq,200,3311546400,PRJNA273359,SAMN03290935,1498173223,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849825,GSM1588899,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588899,tumor biopsy,SRP052740
SRR1768925,RNA-Seq,200,3868577600,PRJNA273359,SAMN03290942,1800139517,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849826,GSM1588900,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588900,tumor biopsy,SRP052740
SRR1768926,RNA-Seq,200,7820429200,PRJNA273359,SAMN03290934,3630366412,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849827,GSM1588901,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588901,tumor biopsy,SRP052740
SRR1768928,RNA-Seq,200,5429662600,PRJNA273359,SAMN03290946,2528201722,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849828,GSM1588902,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588902,tumor biopsy,SRP052740
SRR1768930,RNA-Seq,200,3873059600,PRJNA273359,SAMN03290940,1849077296,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849829,GSM1588903,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588903,tumor biopsy,SRP052740
SRR1768931,RNA-Seq,200,3760081600,PRJNA273359,SAMN03290940,1805228944,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849829,GSM1588903,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588903,tumor biopsy,SRP052740
SRR1768934,RNA-Seq,200,3565719400,PRJNA273359,SAMN03290927,1709485798,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849830,GSM1588904,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588904,tumor biopsy,SRP052740
SRR1768935,RNA-Seq,200,4689516000,PRJNA273359,SAMN03290927,2226076026,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849830,GSM1588904,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588904,tumor biopsy,SRP052740
SRR1768936,RNA-Seq,200,3758221000,PRJNA273359,SAMN03290931,1788045020,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849831,GSM1588905,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588905,tumor biopsy,SRP052740
SRR1768938,RNA-Seq,200,4427553400,PRJNA273359,SAMN03290931,2090747290,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849831,GSM1588905,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588905,tumor biopsy,SRP052740
SRR1768940,RNA-Seq,200,6348673600,PRJNA273359,SAMN03290923,2937941256,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849832,GSM1588906,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588906,tumor biopsy,SRP052740
SRR1768943,RNA-Seq,200,8497705200,PRJNA273359,SAMN03290953,3939292296,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849834,GSM1588908,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588908,tumor biopsy,SRP052740
SRR1768946,RNA-Seq,200,7774970000,PRJNA273359,SAMN03290941,3607990628,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849835,GSM1588909,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588909,tumor biopsy,SRP052740
SRR1768949,RNA-Seq,200,19209894600,PRJNA273359,SAMN03290925,8943449996,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849837,GSM1588911,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588911,tumor biopsy,SRP052740
SRR1768951,RNA-Seq,200,4927236600,PRJNA273359,SAMN03290945,2183839765,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849838,GSM1588912,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588912,tumor biopsy,SRP052740
SRR1768953,RNA-Seq,200,3955603600,PRJNA273359,SAMN03290938,1756733788,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849839,GSM1588913,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588913,tumor biopsy,SRP052740
SRR1768955,RNA-Seq,200,4316130400,PRJNA273359,SAMN03290952,3053955040,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849840,GSM1588914,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588914,Melanoma cell line,SRP052740
SRR1768957,RNA-Seq,200,4268766200,PRJNA273359,SAMN03290952,3033750295,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849840,GSM1588914,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588914,Melanoma cell line,SRP052740
SRR1768959,RNA-Seq,200,3692916600,PRJNA273359,SAMN03290952,2654104219,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849840,GSM1588914,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588914,Melanoma cell line,SRP052740
SRR1768961,RNA-Seq,200,3658801000,PRJNA273359,SAMN03290952,2640380485,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849840,GSM1588914,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588914,Melanoma cell line,SRP052740
SRR1768963,RNA-Seq,200,2621073600,PRJNA273359,SAMN03290954,1885055034,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849841,GSM1588915,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588915,Melanoma cell line,SRP052740
SRR1768965,RNA-Seq,200,2602486400,PRJNA273359,SAMN03290954,1880012467,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849841,GSM1588915,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588915,Melanoma cell line,SRP052740
SRR1768967,RNA-Seq,200,4863021400,PRJNA273359,SAMN03290954,3493507631,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849841,GSM1588915,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588915,Melanoma cell line,SRP052740
SRR1768969,RNA-Seq,200,4837198400,PRJNA273359,SAMN03290954,3488010525,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849841,GSM1588915,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588915,Melanoma cell line,SRP052740
SRR1768973,RNA-Seq,200,4234448400,PRJNA273359,SAMN03290951,2834499695,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849843,GSM1588917,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588917,Melanoma cell line,SRP052740
SRR1768975,RNA-Seq,200,4640143200,PRJNA273359,SAMN03290951,3109054785,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849843,GSM1588917,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588917,Melanoma cell line,SRP052740
SRR1768976,RNA-Seq,200,4660445200,PRJNA273359,SAMN03290951,3127751931,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849843,GSM1588917,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588917,Melanoma cell line,SRP052740
SRR1768978,RNA-Seq,200,3711678200,PRJNA273359,SAMN03290932,2491086475,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849844,GSM1588918,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588918,Melanoma cell line,SRP052740
SRR1768980,RNA-Seq,200,3764360000,PRJNA273359,SAMN03290932,2528520921,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849844,GSM1588918,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588918,Melanoma cell line,SRP052740
SRR1768982,RNA-Seq,200,4759217800,PRJNA273359,SAMN03290932,3190718869,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849844,GSM1588918,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588918,Melanoma cell line,SRP052740
SRR1768984,RNA-Seq,200,2538301200,PRJNA273359,SAMN03290948,1183827217,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849845,GSM1588919,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,sensitive,none,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588919,Melanoma cell line,SRP052740
SRR1768986,RNA-Seq,200,2079359400,PRJNA273359,SAMN03290936,968840167,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849846,GSM1588920,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588920,Melanoma cell line,SRP052740
SRR1768988,RNA-Seq,200,3269141600,PRJNA273359,SAMN03290929,1524745519,melanoma,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX849847,GSM1588921,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,resistant,BRAFi+MEKi,Homo sapiens,ILLUMINA,2015-09-15T00:00:00Z,GSM1588921,Melanoma cell line,SRP052740
